Text,Sentiment
"I want to watch a movie, listen to Sizwe, eat and write my assignments at the same time.... But I can't do that :(",-1
"@vinrana1986  Say ""Hello"" to Viners Palembang please :(",-1
"You call me anything along the lines of ""Jojo"" and I will chainsaw you. :-)",1
@celestiaIstars I actually typed this at 11:11 then my laptop took forever to tweet :((,-1
i can't belieb it's raining :(,-1
@AdityaRajKaul really thought you were one good journo.. But the lure of the gang I see is very strong.. Sad to see you too twisting news :(,-1
Tykkäsin @YouTube-videosta http://t.co/p5dAKaodMx 200sub special!! | 15e PaysafeCard Giveaway!! :) (LUE DESC!!!),1
Never seeing your dad until midnight bc he worked hard as fuck :( #GrowingUpPoor,-1
although my mum asked me to watch it w her… but stillllllllllll :((( she hasn't read it yet SHE'D ASK QUESTIONS IN THE MIDDLE OF THE MOVIE,-1
"Normally don't get @VodafoneIrl  data usage warning til end month, but got it today - so no more tweeting @GalwayIntArts or @galwayraces :-(",-1
Snapchat me - JaclinTiler #snapchat #snapchat #teens #models #likeforlike #mpoints #hotfmnoaidilforariana :( http://t.co/xxuygooKcq,-1
@AR1961 ha! That does not surprise me in the least! Okay but will see doc this afternoon. Yorkshire is splendid though! :) xx,1
@luminousljp WAIT WHATS HIS SNPCAHT if you don't mind me asking :-),1
@ObeeyRainbow this makes me feel bad :(,-1
@dvntownsend I thought that you wanted to take  it slower for while.. :D very glad though,1
Me + Bed = Best couple ever :),1
@seoulsjin @seouljins seouljins :) both are fine tbh,1
I WANT TO WATCH! :( https://t.co/wdETpUIyOZ,-1
@Vanessauhhh he doesn't win any :(,-1
@PoemPorns hah....and a thousand more lies  :D,1
@mussshiii @Takafofo so wat??:),1
"I would like to be able to work full time on this stuff, but after this move, I'm having to consider taking on a fulltime job. :(",-1
@katgirl437 wow Roux tweeted you :) she is so sweet,1
I'm hungry :(,-1
i need to clean my window at some point today bc hugh keeps pawing at them and leaving muddy marks everywhere :(,-1
"Valentine et al found r'ships btwn homo/biphobic comments &amp; certain disciplines - incl. European langs, lit, education :( #fresherstofinals",-1
@Svg_Brad Congrads !!! Better update your About page on the accomplishment !!! :-) Keep it up...,1
@da_kar yep I'd been doing it without Ning it then was recommended a book and thought wow! This is it :) I think general positivity leads to,1
@zappygolucky OMG LOVE IT TY ZAP :((((((,-1
"@TnmntTiles Our tiles, while a nice green, are boring - but I love the original glass door the guy downstairs has :) http://t.co/fxgpk8hNiC",1
@vedahhh glad to be of service it's kinda what I do :) hahahaa,1
Just got back from Walmart :-),1
"@1010hoshi1010 it jsut ended, :(",-1
@SarahLucero boo. I had already turned in. Yes. At 915. :(,-1
@yknoC that monte/doa header :D,1
"@Btigzy @McJamKeyper JoeRine scene :)))))
JOSHANE POWER TANDEM",1
@bigcomedyuk @WilsonsKitchen @lisaflutterby thanks for the follow have a great day :),1
@burnyourbones 1 daughter-4yrs old-porridge fiend :-) do you?,1
@adventurein_you thank you for the follow :),1
@emmestandsfor You should check the new article on our blog! @meet_roger is here :) This app is terrific!,1
"Hey folks I never use this account so if you've just added me, add me on my main account :) Katie Nicholas",1
@carouseldiary We're sorry to hear this :( How is it now? Try the following steps: http://t.co/E9MkbTy6ke &amp; let us know how you get on.,-1
Y can't I sleeeeep  :-(,-1
this new Sandra Bland footage is really the icing on the cake.. heartbreaking how they dragged her lifeless body from the police car :(,-1
"#TURKEY ARE NOW #BOMBING #ISIS IN #SYRIA,AND ALLOW THE #USA TO USE ONE OF IT #AIRFIELDS FOR THEIR #JETS :()",-1
@flacqua time for a bracelet? :),1
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/T84tN7CzJr.,1
I'm not even tired :-(,-1
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.321
》》》》ＳＥＥ ＭＥ
♛♛♛",-1
Pixgram is an app to have a creative slideshow with photos and music you love. Download Pixgram for free :) https://t.co/iiqnFeiB5s 😒🌚,1
shadowplaylouis we recently got this mutual and I'm really loving your tweets and everything your about so yay that's exciting :),1
@monifizzle hahah no boys came for my milkshake :(,-1
@OhHeyItsAJ Bow down bitches to the queen of the world!!!! :(((,-1
Kebun is an adorable spot in Ubud! Waiting for the #ladyposse  :) no better place for it! Xoxoxo https://t.co/dfkZkrKiZz,1
Next week we're blowing up chocolate :D,1
this match history :(,-1
@DJRyanHemsworth don't tease me :(,-1
Rejected! :(( #TheAccidentalCouple ep. 15,-1
Add my SNAPCHAT - AmyJackson21 #snapchat #snapchat #sex #wife #omegle #countrymusic #sexy :) http://t.co/cGyXtUOirt,1
Waiting for the people to call him BIGOT :p  https://t.co/WGvM79ySv1,1
Become better to atrack better :),1
@gotshinee so low compared to their ranking on mcountdown :((,-1
@zoellaftmendes i'm gonna miss your tweet in my tl :( always here if u come back!,-1
@shellbryson We're sorry you feel this way Shell :( We regularly review our pricing to offer the best we can.,-1
@RealMichelleW unblock me on Instagram :(,-1
it's almost 12 but i'm so tired :(,-1
We go together like copy &amp; paste :),1
@Myloit_ trop :(,-1
I'm more active on @waTAOwat and I'm near to making this account private so... :D,1
i didn't realize it was 3 am i was watching concert videos and pcd is extremely hard rn :(,-1
"@z1mb0bw4y and 2 weeks of vacation, which I dont have... :(",-1
@LoLEsportspedia thanks :D,1
"@khenderson004 @Sting Kyle, we wont be sending emails right now but ur paypal confirmation is all you need on the night :) See u in Oct!",1
"@BillPolykretis @to_kazanaki makes me want to watch the whole film, then the CGI kicks in (oops, pun) &amp; I start grumbling &amp; turn it off :(",-1
@TaniaArellanoo just doing my job :-),1
@guy_interruptd Aw :( *strokes*,-1
@aspenrage @jasmineneupane @jyotsnanepal i appreciate your propriety. :-),1
@BocasSweets I miss youuuu :((((,-1
@menilleyble ate menille i need youuuu :((((,-1
@SUBPAYNO but i miss all the boys being together i mean :((((,-1
@aleeshajulia @IAPI_Updates that is a giant balloon! I want one :),1
#FollowFriday Thank you @TimModise @LifeWithThami @Mkokstad for being top influencers in my community this week :-),1
@Gurmeetramrahim #OurDaughtersOurPride #mypapamypride Proud of You Papa Coach :),1
when will got7 : (,-1
Stats for the day have arrived. 4 new followers and NO unfollowers :) via http://t.co/Hk8VpyVCu6.,1
time for sleep :),1
you have changed so many lives too :) We love you so much! Best idols on the planet ♥  https://t.co/TmbsVgkBGw,1
@Charlotte_Solom idk if I can because I'm getting a mini bus there so idk what time I'm going to get there :(,-1
"@Prinsesandreya happy birthday, Cess! :)",1
@kehyangki boong/?:((,-1
@_ajaaaa where r u gonna be Sarajevo??? :( I live like 2 hours from there 😩😩😩😩😭,-1
@WickedPill @jimmyurine you're welcome :),1
Love is putting someone else's needs before yours :),1
"I wish Twitter would support audio recordings. I would send yall snippets, these are amazing :(",-1
Nakakapikon yung nagbabasa ka ng blog comments for info and it's full of people asking the same damned questions answered in the post. :(,-1
@madrigalandreaa its too much  serious yun eh :(,-1
"@flurishing @blxcknicotine wow,looking good isabella! Makes me wanna start working out back :D",1
"4:18am US EST... yeah, I earn money while I sleep....

The thing about me is... I don't sleep :-)... http://t.co/LdArqsrqa9",1
"That also means, imma go back to being more twitter active :D
Cause I know everyone missed me ;) xD",1
@demongrrl51 some peanut has probably crashed :( .. after all you've seen how they drive on the monash ...?,-1
CHEM LT WAS NOT NICE :(((,-1
Snapchat me : LisaHerring19 #snapchat #kikme #kikmeboys #woman #ebony #weloveyounamjoon #sexi :( http://t.co/zVTYSy29uk,-1
@spike_osullivan @ssearena @TheXFactor Brilliant :-),1
Given Kepler 452b distance I propose  'Far Away' as a suitable name. Perhaps @PeterFHamilton1 fans can comment or suggest alternatives? :-),1
@NickTheBullsFan @CashNastyGaming still suck at editing but if this turns into something special I owe it to you guys :),1
ugh i have werk in the morning too :-(,-1
"@cyrenity I know he is, only saying what I know :)",1
My biggest fear is getting some drugs laced with something and flipping the fuck out :(,-1
"@kimcanhomes Really very stylish &amp; trendy! Good going Kim, Keep it up :)",1
"@_avonsparadise_ FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
"Dobar dan :)
The Brand New Heavies #musicology2015 #day2 http://t.co/ejDalpfixn",1
@sambirdracing Hell yes!! Will be at Donington Park on 24/25 hoping to see you and the team again! Season 2 is OURS :D @VirginRacingFE,1
@envybae probably :((,-1
#FollowFriday @IzywayLesExpats @na4innov @InXpressCoAzur for being top engaged members in my community this week :),1
@tamitrailscapes have a great weekend Tami and thank you!:)),1
@helter_skeleton I haven't delved into it enough but what I have seen and heard is fucking horrendous. :(,-1
The biggest blue bottle ever has come into my room...it's his room now :( #roommateexperience,-1
"@Emmalaalaaa I don't even know what's going on :( fill me in please? !

#soon babe... ♡♥♡♥

Xoxoxo",-1
Omg happy late birthday @mariahjoyyy I'm so sorry I missed it :( love you though hope you had a lot of fun 😘🎉,-1
". @Ben_Barker1989 yeah doesn’t appear to be working. But I want a free cornetto :( (not a strawberry one, they’re a fake cornetto)",-1
@RachelEvans_28 RIGHT!!!!!! I literally was like maybe u should get people who actually know what they're doing :-) @StudentTrip,1
I wish :( :( please get signed xxx https://t.co/M8X6ojdWtr,-1
can someone plz have a convo w me bc I can never sleep :):,1
"Let http://t.co/JknPWfDqkQ help you get your book published. eBook or Print, let us help launch it. Self-publishers :-) let's do it!",1
I don't know how to start my requirements :(,-1
wish id put more than £50 on real madrid #shithouse :(,-1
@teen_emma @Br1stler @jeweleyegoddess @CaraToyne @CaraandSam especially you :D hehe she might show you her fish too,1
"@BrandonHerrigan Welcome :), when's your next meet ?",1
I'm craving breakfast food so badly right now :(((,-1
if you wanna follow my personal is @thaiees !!!! bye guysss :)))),1
@CourtneyR_Green awwwww my baby :( 💕,-1
Check this page belonging to one of our Watford Community Housing Trust enterprise cube particpants :-)... http://t.co/ZwaOnouXpo,1
@Bett_Homes if only we could :( drive pass your advert everyday going work #determination rosebury will be ours #familyhome,-1
I have puffy eyelids :(,-1
@ShanduLinda My last though :(,-1
When you're congratulating your friend on his graduation but you lose the plot. :D http://t.co/lRGfvh3yWg,1
I can't go to hallyu on sunday :((((( so sad,-1
Aww the poor thing :( Hope it'okay and in good health. luckely it has been freed from those Rocks #orcalove https://t.co/tOSZMOafv6,-1
@notch hmm. I have been thinking about getting one for a while. Might get one inte future. I really miss buckling springs :(,-1
"Happy happy birthday TO ME!! 
Happy happy birthday To ME!! :) https://t.co/2cgXNdP00h",1
@queenvause what's wrong?? :(,-1
@Wanli_Minho he said i'm his ideal type in weekly idol and make a love pose for me &gt;&lt; i will tell him if i meet him. Don't worry :),1
Getting pumped :(  https://t.co/hb7eR51JdX,-1
"@r77ank Great work Ryan!, super tidy! DM us your size &amp; address and we will post your #HagerGang t-shirt to you! :D",1
@selenagomez noooooo I wasn't online when u were tweeting fans :(,-1
"im giving u something that u deserve , now take it :)",1
@howdydollie I need you by :(,-1
I just finished day 33 of the @YouVersion plan 'Bible in 90 Days'. Check it out here: 2 Chronicles 23 completed :) http://t.co/3Yw3TFCRk6,1
"@theCIGirl @LeRoiHaptalon @stpierjane @HeadwayGsy @cheshiregsy #FridayDownpour - hope it clears for the wkend, have a good one :)",1
@Barrastinian @chunkymark What if they had a child :D,1
Who's still awake ?:))),1
SNAPCHAT : TammiRossM #snapchat #kikgirl #kikchat #wet #wife #indiemusic #sexy :( http://t.co/hQjLIUjbRt,-1
I'm so sick aahhhh i hate this feeling :-(,-1
"i wanna be a dancer 
no
i wanna be a choregrapher
but 
I CANT :(
whyyyyyyyyyyyy is life so unfair",-1
@BeaMiller I can not listen to your album because I live in France :(((((,-1
hey there :),1
@nikimcglynn How good is that! I think it was my first ISP too! :),1
"@Pedro7241cw @xolanimvulana GOOD! And even better to ""see you around"" :)
Yep. It's the only way to live.
#freedom from #Pistols
Good move.",1
It's going to be a nice Mother Daughter day out today :)) even though it's raining this morning! Have a great day folks xx,1
@MrStuchbery @AllSaintsFulham thanks :-),1
This earth. . . :D http://t.co/GRhJWbdkvk,1
"When a guy buys u a water, but u can't drink it because u didn't watch the cup like a hawk as he transferred it from the bartender to u :(",-1
is it just me or does it look like she cried? it looks like she cried a bit :(,-1
@erinaree It was SO yum but I had to feed 6 so no leftovers :(,-1
there's nothing to do :-(,-1
Kanin please :( xD,-1
@ColtZoom_ @TheColtRising I wish I could join :(,-1
@triassy yelaaaaaaa :(,-1
Then sc me :),1
@mehra_sachi sure :),1
"Me : kian I love you 
Kian : I LOVE YOUUUUUU
:( I can't get over today omg",-1
Hulk Hogan in the news for a racial tirade :( I thought he couldnt stoop lower than his role in Thunder in Paradise http://t.co/vd0z6x8t8g,-1
@sharleneyupasc1  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
i still really really really really really like chipotle but chick-fil-a stole my heart :(,-1
@Yoonginese I don't even know what to say :(((,-1
@Miss_Wisconsin That was cold. :),1
babe :( http://t.co/waZjxi7TQa,-1
@Habib_Insyaf @Engineering006 fitnes! :((,-1
"@BhaktisBanter  #FlipkartFashionFriday

Hey Dazzle urself with this Double Flared Red and Black Dress :)

http://t.co/Ri8cSxz6Uq",1
@twentyonepilots @fujirock_jp tylers hipster glasses :D,1
"I'm playing Brain Dots : ) #BrainDots
http://t.co/6TAEpQMBaN http://t.co/Le7bpWbMlO",1
@aliaa08 @colors_infinity @karanjohar Thank u!!  :),1
"@Charles_Lister Yeah, bring the boom to Da'esh while co-ord with the FSA. #Estatic :)",1
Take me to ice creamist pleaseeeee!:(,-1
i cant watch hxh in this place besides youtube vids like 'top 10 badass killua scenes :)' im suffering,1
@FlowersandCards @katerina7711 hard to better a good ginger cat :)),1
@Thisbummarcus I'll miss you buddy :(,-1
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.322
》》》》ＳＥＥ ＭＥ
♛♛♛",-1
"@sophielouuu_ @dugganrachel no idea. 2 weeks,  and I've had to to say rip to both of my hats :(",-1
MY STREAM IS SO PIXELATED :((((((,-1
Well apparently i'm not sleeping seeing as it's already starting to get light out ha ha ha :-),1
@LaEtchi unfortunately yours smells like doo doo :(,-1
My beautiful sunflowers on a sunny Friday morning off :) #sunflowers #favourites #happy #Friday off… https://t.co/3tfYom0N1i,1
"So hacked off with myself as just gone up a size :( 6yrs ago, I had gone down to a size 12 and now I am a size 18 again :( I hate myself :(",-1
"Most recent trip to J&amp;K; totally loved it :D
And that's 'Chenab' there which flows into Pakistan.
#incredibleindia http://t.co/1EHnC4mxZL",1
my ankle :(,-1
"THESIS THESIS THESIS THESIS THESIS THESIS THESIS THESIS THESIS THESIS 
SHEREP NEMEN NG BEHEY KE :(",-1
Seventh spot na lang :( #OTWOLGrandTrailer,-1
@WforWoman #WSaleLove thank you for your best wishes :),1
Backed out :(,-1
@sistards93 sore yaa slr som :),1
@diplo so near yet so far :(  Manila better be in the books soon &lt;/3,-1
Hello @tabithahoy :) We are now your ardent followers!  https://t.co/JuzrBE0SBt,1
":)
-Latmon
https://t.co/bycJFFA1sg http://t.co/ITjN5MwDJf",1
Woke up from a bad dream. Grabe. :(,-1
@Faakh Lsa :D :D :D unexpected response fron unexpected person ;),1
Stay lahhh :( https://t.co/TlsKIA4mJv,-1
So cold here in the office huhu :( No more tasks to do but I'll be here until 9pm hahaah!!,-1
5am &amp; I'm up wit ha damn headache :(,-1
A sad new for the animal kingdom :( http://t.co/I7N9cinihz,-1
allow all these mosquito bites :(,-1
@smallfastloud @dangerbayley we are down in the west country this weekend so next riding day is Tuesday :) sunny weekends all around,1
"@Kanhajigi :))
Time nhi tha Office work bahot tha so
10 baje raat ko liya tha Hath me Try to Create Best.
But 2 ghante me itna hi bana paya",1
"I'm playing Brain Dots : ) #BrainDots
http://t.co/MifDDs7CQS http://t.co/WtIWoeATPj",1
last night was so good :( 😺💒💎🎉,-1
@Random_MrDiddy I know he lives in Australia I was talking to my friend cuz it's like 4am for her but thanks anyway :)),1
@BBCRadio3 Hence the expression: wot a racket!?! Maybe? :p,1
"@saneliur I make sure to always have tissues, chocolate and tea for every #Hannibal episode :) It just doesn't work any other way for me :)",1
"""What happened?"" ""We just stopped talking"" :(",-1
"Hey @AlexAllTimeLow , is it you? :D http://t.co/VvX86aPLwA",1
@ErwanLeCorre is there MovNat in Belgium? First search yields nothing... :-( #NBHeroes,-1
@GuyLongworth yours too :)),1
@HeelSimba :( well let me know on the day if after work you feel like socialising and I will make time for you!,-1
@narrhallamarsch Good Flight! :),1
@IanHallard Wonderful news! Best of luck with it x. Shame I'll again have to miss it :(.,-1
"I can't believe that I got home, to find out that my brother is in jail, &amp; is getting sent to county tomorrow like wtf! This isn't fair :(",-1
A perfect triangle will win the ball game. :) #AUvsSSCR  #NCAASeason91,1
@Foooer_Hungary @FoooerSG nooo why they broke up!!! They were soo amazing togheter!! :(,-1
"@JessStewart1 @CelebrityCruise @ade_rob  I love Connie,  she's a fabulous ship with an amazing crew and staff. Have a great time :-)",1
Gratefulness = Happiness :) Post three things you're grateful for today in the comments,1
@Brooklyyyyyyyn :( okay this is the worst,-1
Y is no one up :-(,-1
@Giannivnni mom so far away :(,-1
@SWEarlyMusic Thank you so much for helping to spread the word about us being finalists in the National Lottery Awards! :-),1
Itong shirt oh! :( I want thaaaat!!! :(( (ctto) http://t.co/YILATtPk6W,-1
MY snapchat : LisaHerring19 #snapchat #snapchatme #porn #like4like #skype #repost #hotgirls :( http://t.co/kvVJ5Goieh,-1
Geer bat mz yang deennya jehwan :),1
:( exit gomen,-1
@BittenOxford neither had I. I looked on my rain app :),1
@MegAnDrewsGlobe @outboundapp thanks for sharing! Enjoy the app! Wishing you a wicked weekend :),1
@FaZeMeerkatt Thx for the follow :D,1
"Nooooow!!! To Sharm :)

#trip #al_Master_band
#concert #fun #summer",1
Regular gym workouts are so boring when you could be spinning :(,-1
The future is almost here then :) https://t.co/rolE3ZCL97,1
"@DrJonesWales no problem Rhys, have a good day. :)",1
@dualityknight @bravefrontiergl lol sorry /-\ ultor is my very first hitter so...i favor him too much :)),1
@effleurxge knock knock! this is soloist's ryu saera : ) a verify would be nice? ++pinkeu,1
I'm sure it's just pure coincidence that my @spotify has done nothing but play up on my iMac since Apple Music launched! &gt;:(,-1
"Here it is, our #crowdfunding campaign! If we get our goal, we can walk on with this dream. Will you help us? :) http://t.co/tY9qr7g4my",1
prelims exam tomorrow :-) #costacc  @AcctncyProblems http://t.co/DF1aXAAzg2,1
@metalgear_jp @Kojima_Hideo I want you're T-shirts ! They are so cool ! :D,1
just walkin' around :))),1
@bahadirylmz @59saniye my friends fatma'm :(,-1
"Sel, Beth come to Serbia! Serbian Selenators and Motavators are so sad! :( 💋❤💋❤ http://t.co/mQrHl6Guv0",-1
"I feel like I'm a weird person for shipping Bellamy &amp; Raven, because everyone ships him with Clarke, but the heart wants what it wants :(",-1
@BeingDoris thank you :) 🍰,1
@iFazy nhe Yar :(,-1
"@floralalpacaz when I went ""fuck off"" to ur Chloe reply on my selfie I got this anon and they were all ""omg do u hate Chloe :(""",-1
I'ts buffering for me :(,-1
Irene seemed so sad after making that mistake :(,-1
@HAMEZR10 couldn't watch cops :( how was James?,-1
"@Mathpro314 Hey, wanna check out our YTB Channel? We post Gameplays &amp; Tutorials! https://t.co/sc9kDhaviX :) via http://t.co/J3sxzzg7cU",1
Surreal :),1
@RookieSenpai @arcadester it is the id conflict thanks for the help :D here's the screenshot of it working,1
The taxi driver thought me and Sophie worked for Nintendo and took us into the gates :( the security guards gave us the dirtiest looks haha,-1
"Ah Millz askies :( ""@_Millzxy3D: so you come back and awusasho ? :'( @Nessa_Mbeki""",-1
@Brianscrooks @burwellitltd @manfrotto_tweet Cheers :-),1
"You always be part of me, I am part of you and defenitely...♬ @MOHDBINTANG :p",1
Eye check-up! :) https://t.co/RhCIc7URvG,1
"As an act of mischievousness, am calling the ETL layer of our in-house warehousing app Katamari.

Well… as the name implies :p.",1
"good afternon,, :)",1
@theemilygrayxo Mmmmm if i wasn't at work i would babe :( X,-1
@bbgurrll i miss you too :(,-1
@LiamMitch99 Really glad to hear it. :) If you have anymore problems or need us we're only a tweet away. ^LB,1
@abcderza im following you too hehehe :),1
I haven't gotten any sleep and I have to be up in 3 1/2 hours :))))))))))))))),1
thigh cramps :-(,-1
@5SOS_FAHUpdates @x123456789tine haha i got it dont worry! :D,1
"Okay well when I hit 100 subscribers I'll put up a Logo Giveaway, two of them. https://t.co/UB7DTtUo9G New Channel. :D",1
Goodtime :-)),1
"@IamComet67P Thank you, sweetest &amp; kindest Comet! :-)",1
@ZackAkihito if your ps3 was still good I'd say keep it but it's no use keeping it now though. Your choice :),1
"Oven roasted garlic in olive oil, sun dried tomatoes, some dried basil, and century tuna :) https://t.co/EsCc9QhLob",1
Regret and regret :((,-1
@EliiizeSoriano miss u :(,-1
Im hungry now :(,-1
@dayloladay I missed this yesterday!! :-),1
@momoismail9 come kill it for me :),1
You make my day by just smiling :),1
Followed ya :) https://t.co/gKTQxsd4PB,1
im still giddy over d1 :-(,-1
contradict yourself continuously to create chaos contained in your cranium :),1
"@WforWoman A9) It would be a sad world for women ! :(
#WSaleLove",-1
What do we reckon are the chances of me seeing any #T20 action in #Taunton tonight??? *hopeful but realistic face* :-(,-1
@Jamie_MARIEbear I've literally just recovered :(,-1
"Too late for the ""Up and Away"" contest but its never too late to release. :) Remix coming up later today! @Luke_Shay http://t.co/eSlCGL2SCj",1
Off to meet the Skills part of the business today to see how we can create some amazing pathways for young people beyond @NCSIngeus  :),1
@Shrimp_89 @KianEganWL Aarww...I wish I could be there too :( xx,-1
@glennlondey @CarltonFC looking that way :(,-1
@ignitionphoto You're very welcome. :),1
"@Cat_grl @berlindisaster BOOM. It's a date! :D ""z",1
Looking for fun? SNAPCHAT : LilyButle18 #snapchat #kikmenow #amateur #kikmeboys #seduce #hannibal #kiksexting :( http://t.co/y8RcKiqSZ3,-1
@iperfectyonce @justinbieber its my biggest dream can u follow me brooo :((((,-1
@klentmagsino im so jealous.. :( because you followed each other with Jacob @JacobWhitesides .. follow me too. Jacob :(,-1
@hewitsonwalker thanks for the follow have a great day :),1
@iSweetan Hi Sweetan! It's best to ask @tristanpope :) Have great day and have fun filming!,1
@kjmci it’s raining and cold :(,-1
where the FUCK is Andy?!?!?! &gt;:(,-1
but you already have me. :(  https://t.co/CTmgOcgC54,-1
@LuiCalibre I'd be down but man i have to work right now :(,-1
@thetrin I know.For now I am limited to prepaid stuff :(,-1
@Xjenrobinson :( no swimming with turtles for me,-1
@electricgujtars not u i love u :(,-1
@gurmeetramrahim #OurDaughtersOurPride great bapu u r best coach ji :),1
@laurentzwalker @BoykinsD1 I love being mixed :-),1
If you want a dm to justin let me know and I'll gladly give it to you :),1
Now I want a hot dog :(,-1
@KingsmenLead Found the song you mentioned; the Nylons on the GVB cd 'It Takes a Mountain.Titled 'Do unto Others ' #theworldwouldchange :),1
@hinata_shouyno fuck u Neil u ruined it &gt;:-(,-1
@aaliyuhx what? :(,-1
@jasferblanco may list ba? :(,-1
"when u find our ur friends ditched u ""cause of a lot of things"" :) WTF HAVE I DONE IM ACTUALLY A NICE PERSON",1
What is this ??? #ZaynIsComingBackOnJuly26 :( ;(,-1
@Omar_Omark thanks omar :),1
@percysnoodle URL? Their new web site design is just *so* easy to use. :-(,-1
why is everybody unfollowing me stop :(((,-1
@R_steeez12 really sad I didn't get to see you guys on bday  :(,-1
"our national bird in Wayanadan forests.. :)
#Wayanad

Photo: Srijith V
visit his website - http://t.co/ASE1uj9byB http://t.co/RNQP0i8gKS",1
"Aww, yay I'm in the ""Not Hated Group"" and I promise u if u ignore the haters and not retaliate it'll get better :) https://t.co/4A6FPOTIlv",1
@lollypng :( *hugs* I hope you can rest soon.,-1
"@tk_kjk_kndr @boukendreamer OH MY GOD MISTY, MY BABY IS SO CUTE!!! :D",1
"@MollettGames So, so, SO much :( Especially if a TV network cancels it before it's time :'(",-1
just got home. lost one of my stud earrings :(,-1
I hate being an adult sometimes :(,-1
"I really need a miracle happen today :( 
4th win please..",-1
Nakaka Beastmode. I lost my ID :(,-1
baby looks so good in black :(( http://t.co/abIlgtTG5Z,-1
Meet Steven @ the only kid who listens to me :( https://t.co/WL0Dtzg3J1,-1
I have a bad sleep difficiency :(,-1
My last rt is me :),1
last chance :(,-1
@rachelmoonyy theres about 5 more hours till im prob gonna fall asleep :),1
@sandwichlove_ I MISS them so much :(,-1
@DanLauraCurtis  Get well soon Dan. and big hugs :),1
@ShortgamerUHC I get 25ish then more if I snowball :p,1
@PaulBongiorno I was going to question why more politicians but I'm not going to argue with a man of your intellect... :-),1
@jonathan_wolle Lucky :(,-1
@Korku_3 thanks bro :),1
@ASVPxGABE man all I got is lucky charms :((((,-1
Ah! Hello back Larry! @TransworldBooks :) https://t.co/8XhjJb4jtH,1
@EmmaEK I'm looking forward to reading them :),1
@CellarDoorExp Fingers crossed for you :),1
@dnwrld that song is not on here :(,-1
"@Charalanahzard I can't see it! I'm sorry. Call me a manbearpig, but I cannot see it. Sorry :(",-1
Come back :(,-1
@eksobyvnb I know bebii I know :(,-1
"My word, @anaturalwedding &amp; @TheStoveRoom - what big sites you've got! Changes a-foot :) #website #development #revamp",1
@KingCuh happy birthday bro :) have a good one,1
@MiaCousins ah thanks babes #notgonnabeactivefor2weeksdontmissittoomuch :(,-1
@Tarann97 its Friday :),1
"And oh great, I'm sharing a carriage with a group of middle aged women in pink fur-trimmed stetsons. They've started drinking already &gt;:(",-1
@KuljuTommi @nathaliea1010 Thank you. I always wanted to see it from that angle.Nelson would be proud :),1
"I thought finding someone was hard but finding them and trying to make them stay is harder :(

#imintoher",-1
@Charlottegshore Where can I buy your book #MeMeMe? I live in Finland :(,-1
@JhMarkotsis am driving up tomorrow if you still wanted to come? :),1
#torrentialrain today :-(,-1
@ThessaNaomi THANK YOU SO MUCH MOM FOR GETTING @sadcuddleashton TICKETS :),1
@ovo4fev Looks awesome! I miss the days of racing hotwheels cars around my house. :( ^MS,-1
I love you so much :(,-1
"That's three words! But then again, that's what Rohit does to you :D https://t.co/YacazN2T0h",1
@JagexAlfred the green one is ugly :( the others are awesome tho,-1
I miss Vegas :-(,-1
Can someone gift me :( #CalibraskaEP I NEED IT SO BAD,-1
@znclair how's dbn? I miss your ass bruh :(,-1
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/NctwyoltIQ.,1
@Celestalon @healiocentric We need good Taco places in Europe :(,-1
@memorablezayn fback? :),1
@macauleyBoath always looking at new countries to add to our growing list. I'll pass on your feedback :-) &gt;MJ,1
VIDCON :((,-1
@JadeTheMong agreed haha :p,1
@DefianceGame Poor bastard :(,-1
@yearsandyears come to singapore :(,-1
@solacehes I'm really nice actually😂😁and thanks :),1
"Jgh , but we have to go to Bayan :D bye",1
Dear @SuttonObserver. Please can you ask your paperboys to keep the papers out of the rain today? It's a very special issue :-),1
@xopriyaox oops! Well at least they'll realise it doesnt work anymore :),1
With them :),1
@hesaffection are you the owner of the user @hesIovely ? : ),1
@DIESEL Please help me to find the replacement strap for my DZ9055 :( I love that watch!,-1
@lh_JM88 and now me too :( hubby will be delighted to return home lol,-1
My God :( :( :( https://t.co/daFvzOR5qt,-1
@nair_rinku -Its u with transparent...glasses..:-),1
Live fam bam but I have a cough :(,-1
@Marsaliath Oops :(,-1
it was nice seeing @goehringlet today at vidcon :),1
Chaerin unnie : ),1
twurkin is razzist!!!!!!!!!!1!! blocks and reports u and writes a tumblr post about u :(,-1
@anissapenaa :( it would it really would,-1
@selenagomez baby u tweet some fan during i sleeping i'm so sad :((,-1
@jesuskylie @tothebeyhive thats not a good enough of a reason :( please dont leave youre one of my fav barbs,-1
things are not looking great but it's alright :-),1
